区县,初级中学,高中学校,录取分数线,是否完成,招生计划数,总分,语文,数学,英语
浦东新区,上海师范大学附属浦东临港中学,上海南汇中学,682,否,50,356,111,119,134
浦东新区,上海师范大学附属浦东临港中学,上海市浦东复旦附中分校,726.5,否,50,395.5,134,122,133
浦东新区,上海师范大学附属浦东临港中学,上海市洋泾中学,704,否,50,379.5,125,122,129
浦东新区,上海师范大学附属浦东临港中学,上海市高桥中学,691,否,50,365.5,110,125,133
浦东新区,上海师范大学附属浦东临港中学,上海市川沙中学,697,否,50,385.5,132,117,119
浦东新区,上海市建平实验地杰中学,上海市上海中学,760,否,50,429.5,148,138,134
浦东新区,上海市建平实验地杰中学,上海中学东校,736,否,50,403,130,132,136
浦东新区,上海市建平实验地杰中学,上海市建平中学,752.5,否,50,419,139,135,133
浦东新区,上海市建平实验地杰中学,上海市进才中学,743.5,否,50,409,140,129,142
浦东新区,上海市建平实验地杰中学,上海南汇中学,710,否,50,389,131,122,129
浦东新区,上海市建平实验地杰中学,上海市洋泾中学,729.5,否,50,398.5,131,126,135
浦东新区,上海市建平实验地杰中学,上海市高桥中学,710.5,否,50,393.5,133,123,120
浦东新区,上海市建平实验地杰中学,上海市川沙中学,726.5,否,50,399.5,142,121,131
浦东新区,上海市建平实验张江中学,上海中学东校,736.5,否,50,405,134,130,138.5
浦东新区,上海市建平实验张江中学,上海市建平中学,752.5,否,50,415.5,135,133,131
浦东新区,上海市建平实验张江中学,上海市进才中学,744,否,50,419,146,134,131
浦东新区,上海市建平实验张江中学,上海南汇中学,715,否,50,393,135,124,129
浦东新区,上海市建平实验张江中学,上海市浦东复旦附中分校,753,否,50,411.5,139,126,144
浦东新区,上海市建平实验张江中学,上海师范大学附属中学,738.5,否,50,402.5,135,125,138
浦东新区,上海市建平实验张江中学,上海市洋泾中学,732,否,50,401,128,132,133
浦东新区,上海市建平实验张江中学,上海市高桥中学,720,否,50,404.5,130,133,126
浦东新区,上海市建平实验张江中学,上海市川沙中学,724,否,50,400.5,139,123,138
浦东新区,上海市浦东新区建平康梧中学,上海中学东校,715,否,50,402.5,139,124,129
浦东新区,上海市浦东新区建平康梧中学,上海市建平中学,716.5,否,50,387.5,131,123,133
浦东新区,上海市浦东新区建平康梧中学,上海市进才中学,723.5,否,50,404.5,130,130,128
浦东新区,上海市浦东新区建平康梧中学,华东师范大学第二附属中学,734,否,50,401.5,134,121,136
浦东新区,上海市浦东新区建平康梧中学,上海南汇中学,710,否,50,384,120,125,131
浦东新区,上海市浦东新区建平康梧中学,上海市浦东复旦附中分校,735,否,50,408,136,126,134
浦东新区,上海市浦东新区建平康梧中学,上海市洋泾中学,722,否,50,394,124,127,137
浦东新区,上海市浦东新区建平康梧中学,上海市高桥中学,716,否,50,397.5,131,127,129
浦东新区,上海市浦东新区建平康梧中学,上海市川沙中学,724.5,否,50,395.5,134,125,136
浦东新区,上海市历城中学,上海中学东校,709,否,50,385,124,124,131
浦东新区,上海市历城中学,上海市建平中学,722.5,否,50,391.5,128,123,139
浦东新区,上海市历城中学,上海市进才中学,719,否,50,393.5,132,122,140
浦东新区,上海市历城中学,上海南汇中学,702.5,否,50,377,122,127,141
浦东新区,上海市历城中学,上海市浦东复旦附中分校,729,否,50,397.5,136,125,138
浦东新区,上海市历城中学,上海市洋泾中学,708,否,50,385,131,122,132
浦东新区,上海市历城中学,上海市高桥中学,693.5,否,50,386.5,128,128,121
浦东新区,上海市历城中学,上海市川沙中学,698.5,否,50,383,125,120,129
浦东新区,上海市竹园中学,上海中学东校,712.5,否,50,394,123,126,128
浦东新区,上海市竹园中学,上海市建平中学,750,否,50,413,143,127,141
浦东新区,上海市竹园中学,上海市进才中学,734,否,50,402,133,126,136
浦东新区,上海市竹园中学,华东师范大学第二附属中学,755,否,50,420,146,128,144
浦东新区,上海市竹园中学,上海南汇中学,709.5,否,50,376.5,128,111,138
浦东新区,上海市竹园中学,上海市浦东复旦附中分校,739.5,否,50,407,140,127,135
浦东新区,上海市竹园中学,上海市洋泾中学,715.5,否,50,396,127,129,128
浦东新区,上海市竹园中学,上海市高桥中学,722.5,否,50,394.5,133,125,132
浦东新区,上海市竹园中学,上海市川沙中学,729.5,否,50,398.5,139,123,139
浦东新区,上海市泾南中学,上海中学东校,716,否,50,395,139,111,130
浦东新区,上海市泾南中学,上海市建平中学,746.5,否,50,418.5,136,138,133
浦东新区,上海市泾南中学,上海市进才中学,719.5,否,50,401,139,124,129
浦东新区,上海市泾南中学,上海南汇中学,701,否,50,386,121,123,123
浦东新区,上海市泾南中学,上海市浦东复旦附中分校,722,否,50,396,130,126,135
浦东新区,上海市泾南中学,上海市洋泾中学,737,否,50,417,148,127,127
浦东新区,上海市泾南中学,上海市高桥中学,707,否,50,391,133,119,123
浦东新区,上海市泾南中学,上海市川沙中学,709.5,否,50,382,121,122,133
浦东新区,上海市香山中学,上海中学东校,682,否,50,369.5,127,113,121
浦东新区,上海市香山中学,上海市建平中学,715,否,50,394.5,129,126,130
浦东新区,上海市香山中学,上海市进才中学,712,否,50,390.5,132,122,128
浦东新区,上海市香山中学,上海南汇中学,659.5,否,50,369.5,136,110,109
浦东新区,上海市香山中学,上海市浦东复旦附中分校,694.5,否,50,378.5,130,120,128
浦东新区,上海市香山中学,上海市洋泾中学,703.5,否,50,387,131,123,125
浦东新区,上海市香山中学,上海市高桥中学,671,否,50,362,106,121,123
浦东新区,上海市香山中学,上海市川沙中学,661,否,50,362.5,121,121,116
浦东新区,上海市沪新中学,上海中学东校,719.5,否,50,400,137,119,125
浦东新区,上海市沪新中学,上海市建平中学,660,否,50,355,94,129,118
浦东新区,上海市沪新中学,上海市进才中学,698.5,否,50,381,116,126,124
浦东新区,上海市沪新中学,上海南汇中学,690,否,50,375,124,124,124
浦东新区,上海市沪新中学,上海师范大学附属中学,676.5,否,50,375,121,119,111
浦东新区,上海市沪新中学,上海市洋泾中学,707.5,否,50,388.5,136,129,128
浦东新区,上海市沪新中学,上海市高桥中学,716.5,否,50,400.5,125,131,122
浦东新区,上海市沪新中学,上海市川沙中学,726.5,否,50,400.5,131,131,134
浦东新区,上海市育民中学,上海中学东校,734.5,否,50,403,134,129,142
浦东新区,上海市育民中学,上海市建平中学,671,否,50,358.5,112,124,126
浦东新区,上海市育民中学,上海市进才中学,750.5,否,50,422,141,135,133
浦东新区,上海市育民中学,上海南汇中学,714,否,50,393.5,141,120,133
浦东新区,上海市育民中学,上海市浦东复旦附中分校,742.5,否,50,405,145,120,147
浦东新区,上海市育民中学,上海市洋泾中学,717,否,50,392.5,125,124,136
浦东新区,上海市育民中学,上海市高桥中学,717,否,50,393.5,122,132,131
浦东新区,上海市育民中学,上海市川沙中学,717.5,否,50,388.5,126,129,139
浦东新区,上海第二工业大学附属龚路中学,上海中学东校,715,否,50,401.5,140,121,130
浦东新区,上海第二工业大学附属龚路中学,上海市建平中学,745.5,否,50,410.5,140,133,140
浦东新区,上海第二工业大学附属龚路中学,上海市进才中学,747.5,否,50,415.5,140,133,138
浦东新区,上海第二工业大学附属龚路中学,上海南汇中学,713.5,否,50,392,140,123,134
浦东新区,上海第二工业大学附属龚路中学,上海市浦东复旦附中分校,756.5,否,50,417.5,144,128,139
浦东新区,上海第二工业大学附属龚路中学,上海师范大学附属中学,736.5,否,50,397,131,125,142
浦东新区,上海第二工业大学附属龚路中学,上海市洋泾中学,705.5,否,50,386,123,125,129
浦东新区,上海第二工业大学附属龚路中学,上海市高桥中学,714,否,50,393,145,112,133
浦东新区,上海第二工业大学附属龚路中学,上海市川沙中学,719,否,50,395.5,131,125,126.5
浦东新区,上海市五三中学,上海中学东校,728,否,50,391,132,125,141
浦东新区,上海市五三中学,上海市建平中学,740,否,50,402,138,125,143
浦东新区,上海市五三中学,上海市进才中学,739.5,否,50,408,139,127,138
浦东新区,上海市五三中学,上海南汇中学,716,否,50,391,115,132,129
浦东新区,上海市五三中学,上海市浦东复旦附中分校,745.5,否,50,416,140,134,133
浦东新区,上海市五三中学,上海市洋泾中学,719,否,50,396,129,126,128
浦东新区,上海市五三中学,上海市高桥中学,719,否,50,395.5,134,131,126
浦东新区,上海市五三中学,上海市川沙中学,733.5,否,50,402,140,124,136.5
浦东新区,上海市侨光中学,上海中学东校,741,否,50,409,138,126,138
浦东新区,上海市侨光中学,上海市建平中学,746.5,否,50,419.5,145,131,131
浦东新区,上海市侨光中学,上海市进才中学,744,否,50,408.5,133,130,138
浦东新区,上海市侨光中学,上海南汇中学,713.5,否,50,390.5,132,120,136
浦东新区,上海市侨光中学,上海市浦东复旦附中分校,756,否,50,425,149,129,141
浦东新区,上海市侨光中学,上海师范大学附属中学,732.5,否,50,408.5,139,127,130
浦东新区,上海市侨光中学,上海市洋泾中学,723.5,否,50,400.5,140,116,137
浦东新区,上海市侨光中学,上海市高桥中学,705,否,50,385,128,121,123
浦东新区,上海市侨光中学,上海市川沙中学,734.5,否,50,404.5,130,128,133
浦东新区,上海市江镇中学,上海中学东校,723.5,否,50,399,129,133,133
浦东新区,上海市江镇中学,上海市建平中学,728,否,50,399,138,130,133
浦东新区,上海市江镇中学,上海市进才中学,730,否,50,399,137,124,136
浦东新区,上海市江镇中学,上海南汇中学,714.5,否,50,390.5,132,118,131
浦东新区,上海市江镇中学,上海市浦东复旦附中分校,731.5,否,50,406.5,139,125,135
浦东新区,上海市江镇中学,上海市洋泾中学,721.5,否,50,401,142,123,131
浦东新区,上海市江镇中学,上海市高桥中学,705,否,50,384,127,120,126
浦东新区,上海市江镇中学,上海市川沙中学,717.5,否,50,392.5,143,112,136
浦东新区,上海市江镇中学,上海市实验学校,734,否,50,402,131,126,138
浦东新区,上海市合庆中学,上海中学东校,716.5,否,50,395,128,125,134
浦东新区,上海市合庆中学,上海市建平中学,712,否,50,386,135,117,134
浦东新区,上海市合庆中学,上海市进才中学,719,否,50,400,129,126,132
浦东新区,上海市合庆中学,华东师范大学第二附属中学,736,否,50,405,145,126,139
浦东新区,上海市合庆中学,上海南汇中学,695,否,50,386,121,123,116
浦东新区,上海市合庆中学,上海市浦东复旦附中分校,712,否,50,385.5,130,119,138
浦东新区,上海市合庆中学,上海市洋泾中学,700,否,50,382,134,108,125
浦东新区,上海市合庆中学,上海市高桥中学,691.5,否,50,382.5,126,120,122
浦东新区,上海市合庆中学,上海市川沙中学,726,否,50,406,139,120,125.5
浦东新区,华东师范大学张江实验中学,上海中学东校,716.5,否,50,396,141,116,134
浦东新区,华东师范大学张江实验中学,上海市建平中学,736.5,否,50,407,143,128,134.5
浦东新区,华东师范大学张江实验中学,上海市进才中学,733,否,50,402,135,125,138
浦东新区,华东师范大学张江实验中学,上海南汇中学,707,否,50,386.5,120,130,127
浦东新区,华东师范大学张江实验中学,上海市浦东复旦附中分校,745.5,否,50,410,143,124,139
浦东新区,华东师范大学张江实验中学,上海师范大学附属中学,724.5,否,50,404,138,120,125
浦东新区,华东师范大学张江实验中学,上海市洋泾中学,706.5,否,50,376.5,128,113,137
浦东新区,华东师范大学张江实验中学,上海市高桥中学,707,否,50,384,120,127,133
浦东新区,华东师范大学张江实验中学,上海市川沙中学,718,否,50,396.5,134,120,131
浦东新区,上海市三林中学东校,上海中学东校,721,否,50,394,126,127,133
浦东新区,上海市三林中学东校,上海市建平中学,743.5,否,50,405,132,133,142
浦东新区,上海市三林中学东校,上海市进才中学,735.5,否,50,397.5,131,127,141
浦东新区,上海市三林中学东校,上海南汇中学,686,否,50,382.5,121,121,117
浦东新区,上海市三林中学东校,上海市浦东复旦附中分校,707.5,否,50,380.5,124,116,136
浦东新区,上海市三林中学东校,上海市洋泾中学,712,否,50,383.5,127,123,138
浦东新区,上海市三林中学东校,上海市高桥中学,693,否,50,373,119,121,128
浦东新区,上海市三林中学东校,上海市川沙中学,715,否,50,386,130,122,138
浦东新区,上海市高东中学,上海交通大学附属中学,742,否,50,413,133,136,131
浦东新区,上海市高东中学,上海中学东校,706,否,50,387.5,129,125,125
浦东新区,上海市高东中学,上海市建平中学,716.5,否,50,393,135,120,136
浦东新区,上海市高东中学,上海市进才中学,728.5,否,50,407,132,131,126
浦东新区,上海市高东中学,上海南汇中学,691.5,否,50,377.5,131,109,131
浦东新区,上海市高东中学,上海市浦东复旦附中分校,712,否,50,399,132,123,133
浦东新区,上海市高东中学,上海市洋泾中学,721,否,50,396,124,127,134
浦东新区,上海市高东中学,上海市高桥中学,694.5,否,50,378.5,120,122,126
浦东新区,上海市高东中学,上海市川沙中学,703.5,否,50,382.5,127,122,134
浦东新区,上海市南汇第一中学,上海中学东校,727,否,50,400,129,132,134
浦东新区,上海市南汇第一中学,上海市建平中学,729.5,否,50,410.5,142,127,131
浦东新区,上海市南汇第一中学,上海市进才中学,726.5,否,50,396.5,121,132,139
浦东新区,上海市南汇第一中学,上海南汇中学,717,否,50,398,135,122,134
浦东新区,上海市南汇第一中学,上海市浦东复旦附中分校,757.5,否,50,419,144,131,143
浦东新区,上海市南汇第一中学,上海市洋泾中学,715,否,50,386.5,129,119,134
浦东新区,上海市南汇第一中学,上海市高桥中学,715,否,50,391,135,128,130
浦东新区,上海市南汇第一中学,上海市川沙中学,723,否,50,395,135,122,133
浦东新区,上海市老港中学,上海中学东校,687.5,否,50,367,129,116,133
浦东新区,上海市老港中学,上海市建平中学,710.5,否,50,393,134,122,132
浦东新区,上海市老港中学,上海市进才中学,712.5,否,50,394,130,122,130
浦东新区,上海市老港中学,华东师范大学第二附属中学,676.5,否,50,373.5,122,122,108
浦东新区,上海市老港中学,上海南汇中学,674.5,否,50,372,124,124,117
浦东新区,上海市老港中学,上海市浦东复旦附中分校,698.5,否,50,379.5,120,119,133
浦东新区,上海市老港中学,上海市洋泾中学,711,否,50,397,134,128,127
浦东新区,上海市老港中学,上海市高桥中学,684.5,否,50,368,136,106,128
浦东新区,上海市老港中学,上海市川沙中学,712,否,50,386,130,118,135
浦东新区,上海市泥城中学,上海中学东校,731,否,50,399,135,122,141
浦东新区,上海市泥城中学,上海市建平中学,744,否,50,410,137,129,132
浦东新区,上海市泥城中学,上海市进才中学,718,否,50,388,135,119,133
浦东新区,上海市泥城中学,上海南汇中学,676.5,否,50,357,118,115,127
浦东新区,上海市泥城中学,上海市浦东复旦附中分校,741,否,50,411,140,126,136
浦东新区,上海市泥城中学,上海市洋泾中学,676.5,否,50,363.5,124,121,120
浦东新区,上海市泥城中学,上海市高桥中学,662.5,否,50,354.5,105,128,115
浦东新区,上海市泥城中学,上海市川沙中学,703,否,50,383,127,134,125
浦东新区,上海市长岛中学,上海中学东校,729,否,50,403,132,134,131
浦东新区,上海市长岛中学,上海市建平中学,738.5,否,50,407,133,134,137
浦东新区,上海市长岛中学,上海市进才中学,724.5,否,50,396.5,129,125,137
浦东新区,上海市长岛中学,上海南汇中学,707,否,50,377,126,122,142
浦东新区,上海市长岛中学,上海市浦东复旦附中分校,724.5,否,50,402.5,135,129,136
浦东新区,上海市长岛中学,上海师范大学附属中学,706,否,50,382,127,120,137
浦东新区,上海市长岛中学,上海市洋泾中学,730,否,50,403.5,140,121,137
浦东新区,上海市长岛中学,上海市高桥中学,721,否,50,394.5,138,125,131
浦东新区,上海市长岛中学,上海市川沙中学,720,否,50,402,134,128,128
浦东新区,上海立信会计金融学院附属学校,上海交通大学附属中学,759.5,否,50,417.5,136,134,141
浦东新区,上海立信会计金融学院附属学校,上海中学东校,728,否,50,403,135,129,130
浦东新区,上海立信会计金融学院附属学校,上海市建平中学,745,否,50,409,142,128,134
浦东新区,上海立信会计金融学院附属学校,上海市进才中学,732.5,否,50,403.5,132,124,138
浦东新区,上海立信会计金融学院附属学校,上海南汇中学,709,否,50,395.5,132,126,131.5
浦东新区,上海立信会计金融学院附属学校,上海市浦东复旦附中分校,748.5,否,50,421,148,129,133
浦东新区,上海立信会计金融学院附属学校,上海市洋泾中学,727,否,50,396,135,124,139
浦东新区,上海立信会计金融学院附属学校,上海市高桥中学,720.5,否,50,389.5,135,119,139
浦东新区,上海立信会计金融学院附属学校,上海市川沙中学,722.5,否,50,398.5,141,124,142
浦东新区,上海市绿川学校,上海中学东校,731,否,50,401,139,126,137
浦东新区,上海市绿川学校,上海市建平中学,728,否,50,403,133,123,129
浦东新区,上海市绿川学校,上海市进才中学,721,否,50,392.5,135,118,136
浦东新区,上海市绿川学校,上海南汇中学,729.5,否,50,385.5,123,128,145
浦东新区,上海市绿川学校,上海市浦东复旦附中分校,735,否,50,403,143,119,137
浦东新区,上海市绿川学校,上海市洋泾中学,723.5,否,50,393.5,130,121,135
浦东新区,上海市绿川学校,上海市高桥中学,700.5,否,50,384.5,123,128,127
浦东新区,上海市绿川学校,上海市川沙中学,718.5,否,50,394.5,124,134,127
浦东新区,上海市洋泾菊园实验学校,上海中学东校,734.5,否,50,405.5,132,127,137
浦东新区,上海市洋泾菊园实验学校,上海市建平中学,746,否,50,407,132,132,144
浦东新区,上海市洋泾菊园实验学校,上海市进才中学,744,否,50,416,139,130,135
浦东新区,上海市洋泾菊园实验学校,华东师范大学第二附属中学,758.5,否,50,419,147,125,139
浦东新区,上海市洋泾菊园实验学校,上海南汇中学,712,否,50,391,130,132,130
浦东新区,上海市洋泾菊园实验学校,上海市浦东复旦附中分校,756.5,否,50,419.5,139,135,141
浦东新区,上海市洋泾菊园实验学校,上海市洋泾中学,733.5,否,50,401.5,136,128,139
浦东新区,上海市洋泾菊园实验学校,上海市高桥中学,709.5,否,50,383.5,129,115,132
浦东新区,上海市洋泾菊园实验学校,上海市川沙中学,722.5,否,50,391.5,126,125,135
浦东新区,上海市民办平和学校,上海中学东校,735,否,50,410,136,130,129
浦东新区,上海市民办平和学校,上海市建平中学,744.5,否,50,412.5,145,128,135
浦东新区,上海市民办平和学校,上海市进才中学,741,否,50,409.5,148,121,139
浦东新区,上海市民办平和学校,上海南汇中学,714,否,50,386,129,122,140
浦东新区,上海市民办平和学校,上海市浦东复旦附中分校,756.5,否,50,414,140,131,146
浦东新区,上海市民办平和学校,上海市洋泾中学,725,否,50,388,128,125,141
浦东新区,上海市民办平和学校,上海市高桥中学,686,否,50,367,117,112,125
浦东新区,上海市民办平和学校,上海市川沙中学,728.5,否,50,396,131,128,136
浦东新区,上海市民办平和学校,上海市实验学校,735,否,50,416,137,134,126
浦东新区,上海市川沙中学南校,上海中学东校,738,否,50,409.5,132,133,135
浦东新区,上海市川沙中学南校,上海市建平中学,750.5,否,50,412.5,133,136,142
浦东新区,上海市川沙中学南校,上海市进才中学,740,否,50,403,137,127,145
浦东新区,上海市川沙中学南校,上海南汇中学,719.5,否,50,398.5,139,121,131
浦东新区,上海市川沙中学南校,上海市浦东复旦附中分校,754,否,50,422,150,131,140
浦东新区,上海市川沙中学南校,上海师范大学附属中学,746,否,50,408.5,135,127,141
浦东新区,上海市川沙中学南校,上海市洋泾中学,728.5,否,50,402.5,135,125,136
浦东新区,上海市川沙中学南校,上海市高桥中学,714,否,50,403,132,130,124
浦东新区,上海市川沙中学南校,上海市川沙中学,735.5,否,50,406.5,125,134,132
浦东新区,上海市建平实验中学,上海中学东校,733.5,否,50,403.5,137,127,136
浦东新区,上海市建平实验中学,上海市建平中学,751.5,否,50,414.5,140,130,137
浦东新区,上海市建平实验中学,上海市进才中学,741,否,50,406,134,128,138
浦东新区,上海市建平实验中学,上海南汇中学,713,否,50,390,123,131,128
浦东新区,上海市建平实验中学,上海市浦东复旦附中分校,757.5,否,50,422,138,140,139
浦东新区,上海市建平实验中学,上海师范大学附属中学,732.5,否,50,398.5,136,123,141
浦东新区,上海市建平实验中学,上海市洋泾中学,732.5,否,50,405.5,134,125,131
浦东新区,上海市建平实验中学,上海市高桥中学,717.5,否,50,390,137,122,141
浦东新区,上海市建平实验中学,上海市川沙中学,725.5,否,50,395.5,127,125,134
浦东新区,上海市民办金苹果学校,上海市上海中学,756.5,否,50,419.5,148,127,145
浦东新区,上海市民办金苹果学校,上海中学东校,729,否,50,399,131,128,138
浦东新区,上海市民办金苹果学校,上海市建平中学,751,否,50,415,145,129,143
浦东新区,上海市民办金苹果学校,上海市进才中学,747.5,否,50,413,136,131,142
浦东新区,上海市民办金苹果学校,上海南汇中学,710.5,否,50,385,116,128,133
浦东新区,上海市民办金苹果学校,上海市浦东复旦附中分校,739.5,否,50,406.5,136,128,140
浦东新区,上海市民办金苹果学校,上海市洋泾中学,724.5,否,50,388.5,128,122,136
浦东新区,上海市民办金苹果学校,上海市高桥中学,717,否,50,390,138,116,145
浦东新区,上海市民办金苹果学校,上海市川沙中学,724,否,50,401,125,128,127
浦东新区,上海民办启能东方外国语学校,复旦大学附属中学,757.5,否,50,419,143,130,145
浦东新区,上海民办启能东方外国语学校,上海中学东校,726,否,50,396.5,127,126,135
浦东新区,上海民办启能东方外国语学校,上海市建平中学,738,否,50,403,130,129,139
浦东新区,上海民办启能东方外国语学校,上海市进才中学,731,否,50,408.5,142,125,130
浦东新区,上海民办启能东方外国语学校,上海南汇中学,709.5,否,50,390.5,123,128,125
浦东新区,上海民办启能东方外国语学校,上海市浦东复旦附中分校,751.5,否,50,418.5,145,129,139
浦东新区,上海民办启能东方外国语学校,上海市洋泾中学,709.5,否,50,388,128,122,130
浦东新区,上海民办启能东方外国语学校,上海市高桥中学,709.5,否,50,385.5,125,120,134
浦东新区,上海民办启能东方外国语学校,上海市川沙中学,710,否,50,389,123,128,128
浦东新区,上海市民办中芯学校,上海中学东校,735.5,否,50,401,145,120,141
浦东新区,上海市民办中芯学校,上海市建平中学,738,否,50,401.5,138,123,144
浦东新区,上海市民办中芯学校,上海市进才中学,746,否,50,413,146,128,139
浦东新区,上海市民办中芯学校,华东师范大学第二附属中学,754,否,50,416,141,128,141
浦东新区,上海市民办中芯学校,上海南汇中学,721,否,50,395,131,129,137
浦东新区,上海市民办中芯学校,上海市浦东复旦附中分校,745.5,否,50,410,136,134,146
浦东新区,上海市民办中芯学校,上海市洋泾中学,725.5,否,50,388.5,129,119,143
浦东新区,上海市民办中芯学校,上海市高桥中学,723,否,50,398.5,134,118,138
浦东新区,上海市民办中芯学校,上海市川沙中学,711.5,否,50,391,126,121,133
浦东新区,上海市进才实验中学,上海中学东校,734,否,50,406.5,136,125,136
浦东新区,上海市进才实验中学,上海市建平中学,754,否,50,429,145,137,134
浦东新区,上海市进才实验中学,上海市进才中学,742,否,50,411.5,135,132,137
浦东新区,上海市进才实验中学,上海南汇中学,710,否,50,389,132,118,130
浦东新区,上海市进才实验中学,上海市浦东复旦附中分校,757,否,50,417,137,134,143
浦东新区,上海市进才实验中学,上海师范大学附属中学,737.5,否,50,407.5,139,128,137
浦东新区,上海市进才实验中学,上海市洋泾中学,728.5,否,50,391.5,120,130,145
浦东新区,上海市进才实验中学,上海市高桥中学,718,否,50,399,124,129,124
浦东新区,上海市进才实验中学,上海市川沙中学,720.5,否,50,391,131,126,135
浦东新区,上海市实验学校东校,上海中学东校,728.5,否,50,394.5,124,128,135
浦东新区,上海市实验学校东校,上海市建平中学,751.5,否,50,418.5,136,138,139
浦东新区,上海市实验学校东校,上海市进才中学,733.5,否,50,409.5,130,131,128
浦东新区,上海市实验学校东校,上海南汇中学,708.5,否,50,385.5,126,123,127.5
浦东新区,上海市实验学校东校,上海市浦东复旦附中分校,758.5,否,50,421.5,150,129,144
浦东新区,上海市实验学校东校,上海市洋泾中学,726.5,否,50,395.5,130,129,136
浦东新区,上海市实验学校东校,上海市高桥中学,711.5,否,50,386.5,131,115,128
浦东新区,上海市实验学校东校,上海市川沙中学,727,否,50,398.5,136,130,136
浦东新区,上海市张江集团中学,复旦大学附属中学,757,否,50,416.5,143,135,146
浦东新区,上海市张江集团中学,上海中学东校,737.5,否,50,411.5,138,134,133
浦东新区,上海市张江集团中学,上海市建平中学,748,否,50,405.5,139,127,145
浦东新区,上海市张江集团中学,上海市进才中学,741.5,否,50,411.5,143,129,140
浦东新区,上海市张江集团中学,上海南汇中学,707.5,否,50,386.5,123,123,129
浦东新区,上海市张江集团中学,上海市浦东复旦附中分校,754.5,否,50,413.5,143,129,144
浦东新区,上海市张江集团中学,上海市洋泾中学,731,否,50,403,137,130,131
浦东新区,上海市张江集团中学,上海市高桥中学,718,否,50,393,129,126,137
浦东新区,上海市张江集团中学,上海市川沙中学,724.5,否,50,389,133,123,142
浦东新区,上海浦东新区民办协和双语学校,上海市上海中学,754.5,否,50,413,138,128,138.5
浦东新区,上海浦东新区民办协和双语学校,上海中学东校,713,否,50,397,126,130,125
浦东新区,上海浦东新区民办协和双语学校,上海市建平中学,721.5,否,50,407.5,137,127,127
浦东新区,上海浦东新区民办协和双语学校,上海市进才中学,730,否,50,401,146,122,142
浦东新区,上海浦东新区民办协和双语学校,上海南汇中学,698,否,50,386,132,120,118
浦东新区,上海浦东新区民办协和双语学校,上海市浦东复旦附中分校,725.5,否,50,403.5,132,124,132
浦东新区,上海浦东新区民办协和双语学校,上海市洋泾中学,696,否,50,380,126,118,120.5
浦东新区,上海浦东新区民办协和双语学校,上海市高桥中学,677.5,否,50,369.5,123,119,121
浦东新区,上海浦东新区民办协和双语学校,上海市川沙中学,723.5,否,50,403.5,130,129,134
浦东新区,上海市三灶学校,上海中学东校,729,否,50,399,136,134,136
浦东新区,上海市三灶学校,上海市建平中学,725.5,否,50,389.5,122,132,141
浦东新区,上海市三灶学校,上海市进才中学,702.5,否,50,392.5,128,126,116
浦东新区,上海市三灶学校,上海南汇中学,705,否,50,386,131,126,134
浦东新区,上海市三灶学校,上海市浦东复旦附中分校,718.5,否,50,401,140,121,129
浦东新区,上海市三灶学校,上海市洋泾中学,716,否,50,394,131,126,128
浦东新区,上海市三灶学校,上海市高桥中学,685.5,否,50,376,126,110,120
浦东新区,上海市三灶学校,上海市川沙中学,714,否,50,388,124,126,134
浦东新区,上海市黄路学校,上海中学东校,713,否,50,395,136,128,130
浦东新区,上海市黄路学校,上海市进才中学,702,否,50,379,132,118,135
浦东新区,上海市黄路学校,华东师范大学第二附属中学,755,否,50,423.5,147,132,137
浦东新区,上海市黄路学校,上海南汇中学,702.5,否,50,384.5,131,119,124
浦东新区,上海市黄路学校,上海市浦东复旦附中分校,706,否,50,392,140,116,126
浦东新区,上海市黄路学校,上海市洋泾中学,698.5,否,50,386.5,132,119,124
浦东新区,上海市黄路学校,上海市高桥中学,709.5,否,50,386.5,133,115,132
浦东新区,上海市黄路学校,上海市川沙中学,702.5,否,50,386.5,131,123,123
浦东新区,上海市浦东新区彭镇中学,上海中学东校,712.5,否,50,393.5,139,114,126
浦东新区,上海市浦东新区彭镇中学,上海市建平中学,725,否,50,391.5,136,122,142
浦东新区,上海市浦东新区彭镇中学,上海市进才中学,717,否,50,388.5,134,117,133
浦东新区,上海市浦东新区彭镇中学,华东师范大学第二附属中学,729.5,否,50,397,137,121,138
浦东新区,上海市浦东新区彭镇中学,上海南汇中学,706,否,50,384,137,117,134
浦东新区,上海市浦东新区彭镇中学,上海市浦东复旦附中分校,745.5,否,50,415,134,138,134
浦东新区,上海市浦东新区彭镇中学,上海市洋泾中学,700,否,50,385.5,123,123,123
浦东新区,上海市浦东新区彭镇中学,上海市高桥中学,689,否,50,374.5,119,118,128
浦东新区,上海市浦东新区彭镇中学,上海市川沙中学,710,否,50,388,125,124,125
浦东新区,上海市秋萍学校,上海交通大学附属中学,732,否,50,399.5,130,129,139
浦东新区,上海市秋萍学校,上海中学东校,684,否,50,371.5,124,123,126
浦东新区,上海市秋萍学校,上海市建平中学,695,否,50,376.5,128,120,133
浦东新区,上海市秋萍学校,上海市进才中学,694.5,否,50,384.5,133,114,123
浦东新区,上海市秋萍学校,上海南汇中学,718,否,50,387,134,121,138
浦东新区,上海市秋萍学校,上海市浦东复旦附中分校,723,否,50,401.5,137,122,133
浦东新区,上海市秋萍学校,上海市洋泾中学,683.5,否,50,378,120,121,116
