id,middle_school_code,high_school_code,seats,year,total_admission_score,chinese_admission_score,math_admission_score,english_admission_score,physics_admission_score,chemistry_admission_score,politics_admission_score,history_admission_score,created_at,updated_at
02b5b5aa-4eba-4603-8a51-4751a4774fab,090059,133003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
381f2a1f-2715-4396-9592-4b38f98541aa,090059,132003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f47365c4-7965-4adf-98f6-1c60e129ab3a,090060,132001,1,2025,719,129,125,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
19dea6bd-10ab-46b5-b07e-19c8b612ea09,090060,133001,1,2025,704.5,133,115,138,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
cd3b9b3c-a6f0-4710-acf5-c5ff37834956,090060,132002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
81c85805-e4c2-4899-a6bf-24c82386a505,090060,133003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
753cb3a9-0dd7-4232-acc2-03d5cafab837,090060,132003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9c097d67-6465-45ba-b422-b4e6f0a3f133,090060,102056,1,2025,759,143,134,145,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e9ec40e1-f955-4477-9a4a-989a3fa67b6d,090022,132001,1,2025,730,141,126,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dad29f2e-8d94-408b-9c26-b9ec824b8ece,090022,133001,1,2025,701,120,121,126,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9ae2842b-42ec-4eb1-94a1-0863d86da334,090022,132002,2,2025,713,124,134,124,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
58dcdf21-d9bc-4dea-ac14-fe62fcac0857,090022,133003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6f4d4356-1670-4899-9d31-638bfc944e9c,090022,132003,1,2025,717,135,120,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
01d3fc7d-1090-4666-9f46-7bec6c793a60,090004,132001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dd272083-73e9-4fb9-a869-90bf27434264,090004,133001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6110bd84-4c02-4da9-a9d6-54a95c6041fe,090004,132002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5b4215ba-5822-4004-95a5-ca5e5a5766b2,090004,133003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e4689f5f-2040-41b6-bfdb-d21884c5bda7,090004,132003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ba19ceb2-8564-45e0-ac60-91045ab52da0,090017,132001,1,2025,724,134,123,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b4c56eb5-be4a-4078-9522-73aa83421d5c,090017,133001,1,2025,705.5,134,127,123,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
df0952ff-4180-4bc1-b6ad-218bcde57632,090017,132002,1,2025,694.5,129,118,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ba67810e-c803-4a30-af0d-5a476a9a5722,090017,133003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b8430ff1-ac33-4039-ba62-c72b2c2c8343,090017,132003,1,2025,698,128,121,127,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c56aba50-8437-4e00-9cdf-61c51417f634,090068,132001,5,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
38075d89-6e70-45bd-aae2-dafbfc8ce5d9,090068,133001,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d3d1d378-cdd8-497e-b1fa-8a59fdbe9356,090068,132002,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
546b1c79-ce8d-4cb0-9965-84c4dc510575,090068,133003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8fb256a7-3b74-4bd8-863e-740592d6a6ee,090068,132003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0d4ca8be-321b-4553-849c-fd8e33161368,090001,132001,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e560153e-f79a-461b-b862-3ec8661e2705,090001,133001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
434f9a00-0a0f-4a1e-bbad-663ff8daf7ae,090001,132002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
07178187-5eb5-4637-a11c-40c9f1d82f0e,090001,133003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
09dca863-ba37-4e08-81a0-07abf4246742,090001,132003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b8030c1a-de73-42bb-9b69-c8a1d9d8769b,160026,512000,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7122dbbe-e15c-4fb8-9c41-7f5274cf9660,160026,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
37360159-68db-46bd-9fad-dea910afbb0b,160035,512000,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5ede3872-e44d-4194-a4d8-b8ee5c213a64,160035,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8dcdfbc5-9714-485f-b56b-3d4b905d5044,160035,102057,1,2025,713.5,126,124,139,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d18282f1-6450-4a2b-b043-26e65a2ebd99,160028,512000,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0afad742-0c74-4fca-b014-bbee918a2ed0,160029,512000,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
697f72bc-e3b2-4dac-99e9-14374cf96737,160029,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0a07aa1e-b05c-46ca-80a2-46a0c1be46dd,160033,512000,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8f4a7b92-9a94-4842-8771-04a191d9f63e,160033,512001,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e3f4c0e8-75f1-411d-8cfc-51f9a0fbbe7a,160037,512000,11,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c067cdd7-bece-4590-8c0f-93081e4f07f2,160037,512001,7,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b3682ae3-f794-4342-9168-093ff0bc9fc4,160032,512000,20,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
23636b2b-e7fa-477a-88f2-896e2684257c,160032,512001,6,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fbcf421f-57a1-48ff-a5ef-a4ad009c7128,160025,512000,33,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c515c02b-3e81-47c5-aa26-a46d8b90c88a,160025,512001,8,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0844b88e-a06b-4d46-bfd9-c0fa56c7d24f,160006,512000,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
a2dd9c09-5ca0-4597-ac8e-86f1841fc13c,160006,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5ac0e465-6f8d-460b-9577-e331cb379100,160038,512000,8,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
529f55ea-fac8-4868-9b6a-f27ad0c3272a,160038,512001,5,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ad5dc36f-095a-4423-b214-96bd08676914,160039,512000,4,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
133ec647-e5b6-446d-8c90-312038175aae,160039,512001,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f9875922-cada-4a2e-97b0-8dc33939dd0e,160040,512000,16,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
58777277-45f4-485f-a935-b89609b7200a,160040,512001,9,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6a3f9e54-3917-4b1e-b3c5-21c1bb4754a0,160040,042032,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
bd60a7ac-82be-40ea-bea8-1ed7af6569ee,160001,512000,8,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
eeca2f17-49aa-4c1e-b737-2ffbb9f6fdf4,160001,512001,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fc3f3599-4482-4a68-979e-03fc4746ad53,160034,512000,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e9b0a21f-837c-48eb-8f17-c74824b5e75a,160034,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
50509a87-b20e-4bd1-a651-0e4b302db3a0,160031,512000,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d76ed305-ea8c-4c21-8808-2fc3dc70562b,160031,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7bb2a503-8dd6-44d0-b055-1cf1f7a8e774,160027,512000,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
adae2ee7-5d2f-42f1-a631-de67d683367c,160027,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
80a34515-9b79-47c5-8299-3df5e815de54,160030,512000,4,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
94bd7e73-3693-49da-a5e1-73e3eea7355a,160030,512001,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
51f2b3a1-0b73-4d6e-a547-0cb775d0f4f2,160030,152003,1,2025,734.5,143,124,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3f3a3028-33e0-4b3a-8d88-2a510336064a,160042,512000,11,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
051ad19e-02a8-4be4-8ff5-3f784e9cfaa5,160042,512001,4,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ce862976-51e3-4296-a2a4-8b91cf6f843b,160036,512000,4,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
46a87f0a-905a-4f02-90dc-d50292e7b4c1,160036,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
265598d0-69b4-4c9d-a4be-d488cd8988d6,160041,512000,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
cb4937c1-0ded-456a-b6c5-1252db49f894,160041,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
245980b9-1ad7-4ff2-bbff-fc7e843be353,160020,512000,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dd641866-fae8-4baa-ba91-7858f2f4140a,160020,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ccbfc1e3-bbff-47f0-b073-c88ae2dc59b3,160015,512000,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
bac282a2-db70-4b20-8710-30c7dcec0880,160015,512001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5494afb0-9b92-491b-be32-35059533aef6,160024,512000,3,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e0f4c3f1-53a3-4502-b289-e298e457e2ba,160024,512001,12,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fe7b2756-e9a0-4352-b28d-4f1683af58ad,150038,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
47d087da-bc35-44ea-aa7e-42b72a1bd124,150038,202001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8215b447-52ea-461c-9ded-0e87884acd02,150038,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5bbfbd83-6f53-4e8c-bbaf-b2b006974499,150049,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8b4ca192-396d-4c8b-b7eb-9a57810d2898,150049,202001,7,2025,719,124,125,140,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8446d287-eeab-4383-9996-03eadfb0a49e,150049,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
14773c12-d809-47b4-9637-d22b1ac8e87c,150055,012002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
37a7de43-bbb5-4893-bded-02902da6ef70,150055,202001,16,2025,738,137,127,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7d725c03-9df0-4882-883b-3c9021433b0f,150055,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b716cf9f-25d7-45f2-bd0d-2e20f9f8626a,150047,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3c70057a-779f-4ba4-84a6-7db6e50f1e9a,150047,202001,9,2025,720.5,134,121,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e5e76c7b-b9d1-4cf0-85ee-764a56ea0016,150047,152003,1,2025,738.5,145,125,144,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
54d00114-ba26-4029-ac43-01c93bf986c2,150047,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3788016d-e80e-4cf1-9ed8-7cc371654388,150065,012002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dd4243f4-3e2b-40da-86e2-67420ae72d15,150065,202001,13,2025,742,144,126,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
221d0980-f3d3-4521-ba89-e505ac6ccadc,150065,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
05c4d406-77d7-46c9-a267-293bec2a1627,150051,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
2105b8f7-8b01-432c-8d6a-2754cc59fe8b,150051,202001,2,2025,697.5,130,125,128,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0b62409c-39d9-46af-8dcd-41ad865662c4,150051,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
78330209-1ae2-442b-820e-eb66e60a443e,150078,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f4fbb401-9947-4396-8494-bad60282c877,150078,202001,2,2025,696,138,110,122,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4caa45ef-4a44-48ed-af26-be30b837fe66,150078,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e894d9fe-106e-4e2d-a6f9-ab7908b670f6,150053,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0bf15e05-461e-49fb-8317-98de8096f040,150053,202001,6,2025,718.5,132,122,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
454bc9c1-adeb-4325-a0af-9abf02fbd6f3,150053,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7b49fcf2-828a-4f4b-b2f2-d64e20c09f64,150052,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
72f7379d-9a2f-41c1-9185-77a426f152f2,150052,202001,2,2025,682,119,123,131,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
29942737-3e25-4aca-a122-857658fe53ff,150052,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0bae6ec1-71f4-44fe-b5e2-f87fbc0adb08,150067,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
97b7dfc9-0186-4cbd-ad0b-f2feb6f0a52d,150067,202001,3,2025,671,122,110,121,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
a850f8ec-2ee1-4405-878d-1d79bd998302,150067,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f0d23d79-5c82-43fc-89e3-5d1463320924,150050,012002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
bf7c2f81-8db0-4024-8435-a7436db7212e,150050,202001,3,2025,700,138,120,120,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
70965d7a-0fb3-4f35-96f3-90426a020323,150050,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b928f3b0-74fb-434b-8ac1-da8c77024f88,150079,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
29c7789d-3c4a-450d-a5f9-613b56ab4c5e,150079,202001,10,2025,740,130,135,139,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ef47a68f-cd1c-4691-8bdf-80b161c6e7aa,150079,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dc6a3508-28e1-4acf-bed0-27eeba6132f7,150056,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b2f9f7ed-f5d9-4bbe-a3b8-9a4f81f8c62d,150056,202001,5,2025,719.5,135,122,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8f2f4537-fc30-4d9a-9e9e-f7bacfb656d1,150056,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
edf98639-2d67-42c5-8e47-82e3eaef29ef,150001,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0234d632-aeb8-4bce-8559-990f4daa7a02,150001,202001,5,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e836db86-480f-409c-a2c0-d1fd1da8ecde,150001,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0c7cb874-f684-4ce2-bb7d-212d64ffd259,150057,012002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e18a5bd5-88dd-451b-aa57-0338e539f45a,150057,202001,11,2025,743.5,140,130,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
39cd1808-e6e7-4fec-ac76-ce9f6d5dbe59,150057,102056,1,2025,753.5,144,131,141,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4cd8c433-d0f2-421c-9e9c-f59783725129,150057,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b939d9b2-2473-4541-bf50-33faef473184,150061,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b23a63c2-5c3d-41c3-a220-2efcff52744a,150061,202001,7,2025,716,121,130,138,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
704c1aea-89e7-4d8f-b0ae-0dc499a63ff6,150061,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
1e7b60f9-e4ac-4b74-a08c-26d632fe6c8e,150046,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4f797fd4-1056-40b8-a49d-f9ddc9401808,150046,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0c77d808-bfb1-45b2-9269-e90c89b17452,150069,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fda59555-9e81-4aae-906e-337b7d8fb6ea,150069,202001,3,2025,710,119,124,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b11e08a0-cf1a-4b2f-b8f5-f246e7097979,150069,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8c868a49-d6bc-4f88-b45d-08cfaf0e8dfa,150070,012002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
57042c0b-81d7-4660-bb23-43e6a224f4a3,150070,202001,15,2025,737.5,143,123,138,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
63d74f79-f88d-4927-9b36-d6abd4704974,150070,042032,1,2025,752,149,125,138,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3e8fb65c-eb4a-42e0-a68b-d425566316c4,150070,102057,1,2025,748,139,130,141,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f5ec5a5e-10a2-4f37-9108-9dd18e66bd0c,150070,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
55295ad2-7e4e-45f1-81b4-b71ca6de3412,150048,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9731c95d-87c6-44b2-a851-73c38f879942,150048,202001,9,2025,727.5,137,124,145,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6012d0dd-a1b1-42ac-bf2b-c1a44cb38c87,150048,152006,1,2025,721.5,133,130,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e5894137-3ee9-4249-8ce6-12e276fbe1c9,150048,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
21535a62-0326-4914-b4bc-6fab1c4a2bd4,150073,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
466b2783-c074-4778-a399-ab16015a3443,150073,202001,6,2025,716,131,131,118,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
61120897-8b8b-4424-afe5-fca7ec970227,150073,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b7097392-f723-4819-8378-60ba728ad3c2,150062,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b9aff421-d0b0-401e-aafb-a36da0588706,150062,202001,2,2025,672,119,118,128,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
17dc3e08-7c89-4e28-863b-af71537f86f1,150062,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
2ebc8bb8-ba98-416a-b221-2c093c20cadf,150044,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c2d649e4-e7f3-4e4c-abae-76d8a6b8047a,150044,202001,2,2025,715,129,124,127,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
aa8f0dc3-2fa4-432e-8424-a717e5f48f2f,150044,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
cd52fa88-28da-4e96-8b0e-bbd613980aa1,150071,202001,1,2025,705,132,119,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e98614a1-c1a1-44b9-9ce9-12a4697c3351,150071,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d4d8c576-8134-40f5-b76e-cbd0ad23c456,150064,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4b5a0a17-493c-4498-94db-beded4372053,150064,202001,2,2025,724.5,129,128,131,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b91b3529-b001-4a91-a3ba-5cf0aa918642,150064,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d4ab94b2-35cb-4126-8598-fb5fb155d1b8,150077,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b3c7b48b-f027-4388-a4ee-9d97dd5f3f07,150077,202001,7,2025,728,131,123,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6d6db60e-c68a-438e-8004-417a668beecb,150077,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
67683492-4bb8-4886-b174-fdbda7eb760c,150059,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
57c70e8b-6a2d-4a87-ba34-176296c6c7fb,150059,202001,3,2025,724,140,121,125,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0c4d3479-30e3-4e78-aabe-f9eab52e50da,150059,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
734cc0ef-52c4-444a-9ecc-90ad1785250e,150074,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
92acef47-69f8-4c20-b754-468f0b134ccb,150074,202001,2,2025,682.5,124,119,120,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b7f45076-e090-407d-9f09-2972c8821466,150074,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3b9de66a-42fe-4b02-9994-03866ca73a99,150080,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e1dd0f98-c2a9-468b-91a0-5032becbcb78,150080,202001,3,2025,718.5,140,119,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e7167000-e10d-4228-bb90-e1151d7e97e8,150080,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3b566cfc-de4e-4977-903b-6c0bbc5eaad5,150066,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d253dd1f-1ea6-493b-ba17-c1f70c741154,150066,202001,5,2025,715.5,138,125,134,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ef362e34-00e9-40aa-acfc-d8e7d5fca700,150066,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ba627412-299b-4e07-b764-5261f6ae0cba,150045,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d6179477-fd43-400a-bc0d-f28999ecfb02,150045,202001,1,2025,739.5,130,130,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
489cd3c5-4425-4c91-bda7-912f1227958b,150076,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
a6f5f16d-0d79-4620-ad7e-76068ad002be,150076,202001,1,2025,715.5,126,126,127,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b75ca8ef-215f-49a5-b3ab-969fb1b12032,150076,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4437e043-680e-4b48-9538-41a6436f1f08,150058,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
709bf0db-847f-42d3-a14e-f74fe4f168e6,150058,202001,4,2025,709.5,131,125,127,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d9844734-354c-405c-babc-40b3a1f75bd2,150058,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
02855307-7f02-4943-a0ed-d2ad7b20fa0d,150075,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ca5eef49-c1f2-44c6-96cd-f7d3c3d46299,150075,202001,2,2025,677,131,124,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e76bc0a1-457c-40e8-be3b-f63c629473e6,150075,202002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4c906d31-f5ef-4489-8099-791078550597,150060,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d0e30c1f-7580-45b3-8506-92d49e7cb479,150060,202001,7,2025,744.5,144,131,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
cb43f531-c7a5-44f1-b53d-d7e56593aeb0,150060,202002,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
48cd7a07-4d76-457b-8153-7e369bf51489,150063,012002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
